-1;38.3327;0.1;39.5477;36.5598;0.1;34.754;41.7972;0.1;22.2028;29.4176;0.1;23.1075;;
-1;16.2356;0.11;30.5321;16.0537;0.11;46.0677;16.6959;0.11;33.9063;38.3327;0.1;39.5477;;
-1;29.4176;0.1;23.1075;2.61855;0.12;24.4691;30.1299;0.12;3.81802;3.96179;0.12;4.72272;;
-1;29.4176;0.1;23.1075;22.7712;0.13;33.6933;15.6448;0.13;23.2528;16.2356;0.11;30.5321;;
-1;29.4176;0.1;23.1075;17.1143;0.14;-3.42982;41.9069;0.14;-28.136;12.9774;0.14;-26.2132;;
-1;29.4176;0.1;23.1075;36.5597;0.15;19.1976;45.7976;0.15;-8.90842;27.473;0.15;-34.6985;;
-1;16.2356;0.11;30.5321;1.19623;0.16;40.847;13.8502;0.16;39.2127;-34.3578;0.16;38.7826;;
-1;3.96179;0.12;4.72272;2.84944;0.17;-15.6284;-2.31259;0.17;-16.6568;12.9774;0.14;-26.2132;;
-1;27.473;0.15;-34.6985;-3.33766;0.18;-40.1584;-38.4;0.18;-41.5995;-36.963;0.14;-25.0729;;
-1;-34.3578;0.16;38.7826;-15.8962;0.19;8.96807;-33.6188;0.19;-14.9329;-36.963;0.14;-25.0729;;
-1;3.96179;0.12;4.72272;-14.4214;0.2;7.40282;8.11243;0.2;13.9647;-9.65874;0.2;21.0859;;
-1;-9.65874;0.2;21.0859;3.39228;0.21;17.3989;-5.4758;0.21;28.5136;16.2356;0.11;30.5321;;
-1;-34.3578;0.16;38.7826;-16.9455;0.22;32.7477;-20.1051;0.22;20.704;-9.65874;0.2;21.0859;;
-1;-36.963;0.14;-25.0729;-5.22427;0.23;-27.915;-22.3502;0.23;-10.654;-9.65874;0.2;21.0859;;
-1;27.473;0.15;-34.6985;22.123;0.24;-31.7394;13.5276;0.24;-32.9033;12.9774;0.14;-26.2132;;
-1;12.9774;0.14;-26.2132;-11.7589;0.25;-32.8062;-3.07384;0.25;-25.9423;-9.65874;0.2;21.0859;;
