17;-37.6665;0.1;40.4557;0
19;-3.09608;0;-3.00654;20
22;-3.04635;0;11.4391;200
21;12.0616;0;-2.63218;-170
20;10.7971;0;8.54685;90
25;2.47792;0;-9.80675;0
24;-1.24017;0;18.7806;0
26;-10.4827;0;1.71053;0
28;-7.69134;0;13.2629;0
27;17.1033;0;-2.79086;0
25;12.8118;0;16.0345;0
26;-5.75043;0;3.10744;0
28;6.11225;0;18.7137;0
24;3.77201;0;-1.18191;0
26;-2.92662;0;-9.60455;0
28;1.76685;0;10.1336;0
27;4.62655;0;12.3858;0
26;17.8794;0;6.82477;0
25;32.6369;0;-13.5345;0
19;-18.8256;0;5.73942;100
20;-17.5622;0;-5.06263;-20
25;-18.0492;0;1.65119;0
27;-18.0573;0;13.827;0
22;-14.7753;0;-12.2985;60
28;-9.61009;0;-14.2046;0
21;-10.7148;0;26.1822;10
26;-2.63993;0;2.25683;0
26;-10.8753;0;20.5664;0
25;-1.07505;0;26.63;0
28;15.7626;0;12.333;0
28;11.8636;0;-9.14152;0
25;26.253;0;10.0946;0
25;7.58816;0;-10.5674;0
23;29.0586;0;-2.05771;0
26;25.6369;0;-1.78625;0
22;21.698;0;-11.35;0
27;19.5682;0;-17.6484;0
20;19.7811;0;20.4134;-40
19;11.6582;0;27.5254;20
25;15.6999;0;25.2255;0
26;6.22416;0;15.7662;0
-1;-13.579;0.1;10.3755;-2.77287;0.1;34.5198;24.1208;0.1;24.5353;20.8688;0.1;-1.99858;;
-1;-13.579;0.1;10.3755;-19.4226;0.1;-18.3417;11.9447;0.1;-24.2659;20.8688;0.1;-1.99858;;
-1;-2.66016e-07;5.5071e-43;1.4013e-45;-30.7284;0.1;23.4523;-13.2897;0.1;37.2146;-13.579;0.1;10.3755;;
-1;-4.88634;0.1;-25.8565;20.725;0.1;-28.6587;36.0329;0.1;-12.601;20.8688;0.1;-1.99858;;
-1;20.8688;0.1;-1.99858;17.5496;0;7.25503;1.61679;0;0.835765;-13.579;0.1;10.3755;;
-1;20.8688;0.1;-1.99858;31.7772;0.1;10.9568;42.5506;0.1;8.66621;38.7513;0;38.9355;;
-1;-4.88634;0.1;-25.8565;-38.4273;0.1;-17.5998;-17.4972;0.1;23.2684;-30.4021;0.1;24.5796;;
-1;-4.88634;0.1;-25.8565;9.48773;0.1;-51.0964;40.4866;0.1;-15.6343;33.2921;0.1;-22.7096;;
-1;-30.4021;0.1;24.5796;-47.1693;0.1;-18.1025;-22.7246;0.1;-26.471;-36.3111;0.1;-37.3755;;
